user_id,timestamp,sentence,categories,type,evaluation.timely,evaluation.relevance,evaluation.high-level,evaluation.specificity,evaluation.justification,evaluation.active,evaluation.sentiment
,,"기존 서비스에 통합될 기능을 만들려고 하는거면 ui 디자인 등에 있어 통일성을 줄 수 있어야하고,",Statement,Recommendation,0.0,0.0,0.0,5.0,5.0,5.0,0
,,독립적인 서비스를 만들고 싶은거면 일반적인 지도앱에서 사용자들이 기대하는 경험을 충족시켜주면서 동건 학생의 목적인 지속 가능한 선택을 돕기 위한 기능이 함께 들어가야 해요.,Statement,Recommendation,0.0,0.0,0.0,5.0,5.0,5.0,0
,,독립적인 앱이려면 현재 많이 쓰이고 있는 지도 앱과 비교했을 때 동건 학생이 디자인한 앱을 쓸만한 명확한 이유가 있어야 해요.,Statement,Recommendation,,,,6.0,6.0,5.0,0
,,동건학생이 이 앱의 정체성으로 밀고 싶은 핵심 기능을 한번 구체화해볼까요?,Question,Generate Design,6.0,6.0,5.0,,,,0
,,미리 생각해둔 게 있나요?,Question,Low-Level,5.0,4.0,1.0,,,,0
,,"실시간으로 정보를 제공하는 것 또한 정말 필요하긴 한데, 많은 앱에서 이미 제공 중이니 차별화할 수 있는 기능을 생각해보면 좋을 것 같아요.",Statement,Evaluation,,,,6.0,5.0,4.0,0
,,"사실 실제로 이동해야 할 일이 있을 때 그 순간에 탄소 절약량, 비용 절감 등의 정보를 준다고 해도 순간적으로 판단하여 결정을 바꾸긴 쉽지 않아요.",Statement,Evaluation,,,,6.0,6.0,3.0,0
,,"그래서 이동을 해야하는 그 순간 순간에 설득을 하는 전략 보다는, 유저가 충분히 성찰을 할 수 있는 시간에 그런 정보를 제공하여 미리 마인드셋을 바꿀 수 있는 전략이 더 좋을 것 같아요.",Statement,Recommendation,,,,5.0,6.0,5.0,1
,,"예를 들어, 나의 이동 수단과 비용 절감, 탄소 절약량 등에 대한 주간 리포트를 한주가 끝나는 주말에 제공하는 기능이 있을 수 있어요.",Statement,Recommendation,,,,6.0,5.0,6.0,1
7.0,2024-08-12 2:47:04,이러한 아이디어는 기존에 사람들이 사용하던 지도 어플리케이션에 적용될 예정인가요?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
7.0,2024-08-12 2:48:26,아니면 해당 기능을 담은 어플리케이션을 사람들이 직접 설치해야하는 형태인가요?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
7.0,2024-08-12 2:49:26,그럼 실현을 위해 기존의 기업들에게 해당 기능을 추가하자고 제안하실 생각이신건가요?,Question,Generate Design,6.0,6.0,5.0,0.0,0.0,0.0,0
7.0,2024-08-12 2:51:11,지도 앱에 이러한 기능이 추가되는 것은 아이디어도 좋고 요즘 시대에 주목받을 수 있는 기능인 것 같기는해요!,Statement,Evaluation,,,,4.0,3.0,2.0,1
7.0,2024-08-12 2:52:02,근데 하나의 재미있는 아이디어에서 끝날 수도 있겠다는 생각이 드는데 이를 통해 수익화를 한다거나 다른 무언가를 더 해보고 싶다거나 하는 계획도 있나요?,Question,Generate Design,5.0,5.0,4.0,0.0,0.0,0.0,0
7.0,2024-08-12 2:53:46,아하 꼭 수익화를 시키지 않아도 되니까요.,Statement,Evaluation,,,,3.0,2.0,1.0,0
7.0,2024-08-12 2:55:51,"다만 본인이 그런 계획이 있는지, 그러고 싶은 욕구가 있는지 확인하고 싶었어요.",Question,Judgmental,4.0,4.0,3.0,,,,0
7.0,2024-08-12 2:57:05,타겟 문제에서는 대중교통을 꺼리는 이유가 대중교통의 귀찮음 및 불편함 때문이라고 언급했어요.,Statement,Information,,,,6.0,5.0,3.0,0
7.0,2024-08-12 2:58:24,"다만 아이디어에서는 기존의 지도앱이 수행하는 것에서 발생 탄소량만 추가된 것 같은데,",Statement,Evaluation,,,,6.0,5.0,3.0,0
7.0,2024-08-12 2:59:36,이렇게 되면 언급된 문제를 잘 해결했다고 보기 어렵지 않을까요?,Question,Deep Reasoning - Expectational,6.0,6.0,5.0,,,,0
7.0,2024-08-12 3:00:42,그런 부분이 있다면 조금 더 편하게 이용할 수 있을 것 같네요.,Statement,Evaluation,,,,3.0,3.0,2.0,1
7.0,2024-08-12 3:01:24,"또한 지도 어플을 사용할 때 항상 배차간격으로 인해서 지도에 나온 예상 시간이 정확한지 의심할 때가 상당히 많았는데, 이러한 부분 또한 개선시킨다면 정말 좋을 것 같아요.",Statement,Recommendation,,,,5.0,4.0,5.0,1
7.0,2024-08-12 3:03:10,탄소 배출량을 보여준다는 작은 아이디어 같지만 이를 위해 편한 대중교통의 사용까지 목표를 확장한다면 앞으로 해볼 요소들도 풍부해질 것 같아요.,Statement,Evaluation,,,,4.0,4.0,3.0,1
7.0,2024-08-12 3:03:50,저는 대중교통을 사용할 때 지도 앱을 많이 사용하고 있는데 아직도 언급된 기능들은 기존의 지도 앱이 제공하는 것에서 크게 다르지 않은 것 같아요.,Statement,Evaluation,,,,5.0,4.0,3.0,-1
7.0,2024-08-12 3:06:00,그러한 부분은 기술적으로 만들기가 까다롭지 않을까요?,Question,Deep Reasoning,5.0,6.0,5.0,0.0,0.0,0.0,0
7.0,2024-08-12 3:06:18,아까 해당 아이디어를 기업ㅇ 제안해보신다고 하셨는데 그럼 탄소배출량 표기 이외의 기능들 또한 아이디어로만 우선 제안해볼 생각이신가요?,Question,Generate Design,5.0,6.0,5.0,0.0,0.0,0.0,0
,,기업이 관심을 가지려면 기업에게 돌아오는 이익이 투입되는 자원 대비 더 커야할 텐데 해당 아이디어로 기업을 설득해야 한다면 어떤 매력 포인트를 가지고 설득하실 예정인가요?,Question,Generate Design,6.0,7.0,5.0,0.0,0.0,0.0,0
,,그럼 주제를 돌려서 탄소 배출량 같은 경우에는 어떻게 계산할 예정인가요?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
,,방금 떠오른 아이디어인데 탄소 배출량이 낮은 경로 및 대중교통을 이용하는 사용자들에게 금전적인 혜택을 주는 것도 좋을 것 같아요.,Statement,Recommendation,,,,5.0,4.0,5.0,1
,,탄소 배출량이 더 낮은 경우에는 교통비를 더 싸게 할인해주는 형식으로요.,Statement,Recommendation,,,,5.0,4.0,5.0,1
,,"동기부여를 위해 금전적 인센티브 외에도 어떤 점수가 쌓인다거나, 자신의 캐릭터를 키워간다거나 하는 게임 요소도 있다면 좋을 것 같아요.",Statement,Recommendation,,,,6.0,5.0,6.0,1
8.0,2024-08-13 4:47:49,일단은 보니까 이거 법적으로 걸리지 않니???????,Question,Low-Level,3.0,4.0,1.0,0.0,0.0,0.0,-1
8.0,2024-08-13 4:48:34,법적으로 걸리지 않니???????,Question,Verification,3.0,4.0,1.0,0.0,0.0,0.0,-1
8.0,2024-08-13 4:49:09,"일단 교사가 법적 보호자의 포함이 되면 아이디어가 좋은데,",Statement,Evaluation,,,,5.0,4.0,3.0,1
8.0,2024-08-13 4:52:13,포함이 안 되면 교사의 동의도 추가를 해야 할 것 같고.,Statement,Recommendation,,,,5.0,4.0,5.0,1
8.0,2024-08-13 4:53:39,"글쎄 사회적으로 뭔가 되게 필요한 아이디어는 맞는 거 같은 데,",Statement,Evaluation,,,,4.0,3.0,2.0,1
8.0,2024-08-13 4:55:32,이게 만약 어린이집 교실이나 초등학교 교실이나 이런데에서 쓸 수 있을지가 모르겠다.,Question,Deep Reasoning,5.0,5.0,5.0,,,,0
8.0,2024-08-13 4:55:50,교사들이 동의를 안 할 거 같고 일단은 왜 지금도 막 녹취 하면 난리잖아 저번에 위헌 결정도 나고.,Statement,Information,,,,5.0,5.0,3.0,-1
8.0,2024-08-13 4:58:04,물론 야외 외출을 하면 이게 아이디어가 좋긴 할 텐데..,Statement,Evaluation,,,,4.0,3.0,2.0,1
8.0,2024-08-13 5:02:36,일단 너가 마이크를 빼놓긴 했으니까 법에 막 걸리진 않을 거 같기도 하고..,Statement,Evaluation,,,,5.0,4.0,3.0,0
8.0,2024-08-13 5:03:00,내 생각에는 애들이 팔찌를 잘 안 찰 것 같거든?,Statement,Evaluation,,,,5.0,4.0,3.0,-1
8.0,2024-08-13 5:03:56,내 동생도 그런 경향이 있어 가지고.,Statement,Information,,,,4.0,3.0,0.0,0
8.0,2024-08-13 5:05:43,그렇다고 애기들 가방에 그걸 잘 자고 하니 예전에 학교에서 1번 있었던 아이디어인데 그게 제대로 작동을 안했단말이야?,Statement,Information,,,,5.0,4.0,0.0,-1
8.0,2024-08-13 5:07:35,너가 그에게 어떻게 착용 될지를 생각을 한 번 새로운 생각을 너가 들고 와 보면 다시 대화를 이어 갈 수 있을 거 같애.,Statement,Recommendation,,,,5.0,4.0,5.0,1
8.0,2024-08-13 5:08:35,"혹시 부착 가능하다고 해서 떠오른 건데, 옷에 붙이는 스티커 형태로 이거를 제작을 해 보면 어떨까?",Statement,Recommendation,,,,6.0,5.0,6.0,1
8.0,2024-08-13 5:09:55,"옷 중에서 피부랑 맞닿는 면에 이걸 부착하면 그런 상태 정보도 모니터링이 될 거 같고,",Statement,Recommendation,,,,6.0,5.0,6.0,1
8.0,2024-08-13 5:10:18,응급 상황에도 애가 그 스티커 딱 특정 패턴으로 두들기면 신고도 될 거 같고.,Statement,Recommendation,,,,6.0,5.0,6.0,1
8.0,2024-08-13 5:10:34,"응, 솔직히 말해서 이거를 상시로 계속 들고 다니는 거는 요즘 살짝 학부모의 과잉보호 트렌드 그런 느낌이라.",Statement,Evaluation,,,,5.0,4.0,3.0,-1
,,"물론 아이가 위험에 청 할 상황도 있을 수 있긴 하지만 그게 아무리 생각해도 이런 웨어러블 기기나 이런 아이가 계속 들고 다니는 게 계속 엄마 아빠가 애한테 하루 종일 그 신 중에만 전에 가희야만 어떻게 효과가 있을 거 같거든 계속 심박수가 막 높아졌습니다의 말린 되면 그렇게 오게 되고, 그럴 거 같고",Statement,Evaluation,,,,4.0,4.0,2.0,-1
,,그리고 이런 응급 상황이나 이런 어떤 위치 이런 거를 점검을 하면서 이게 어떤 사고가 벌어질 확률이 굉장히 낮잖아 사실?,Statement,Evaluation,,,,4.0,4.0,2.0,-1
,,그 한 순간을 위해서 계속 이거를 헬멧처럼 보호장구처럼 차고 다니는 거는 애한테도 물론이고 그 부모를 대신 한 보호자에 대해서도 신뢰를 안 한다고 나는 생각을 해서.,Statement,Evaluation,,,,5.0,4.0,3.0,-1
,,아동에 안전을 확보 하는 거 다른 아이디어가 없을까 싶다.,Question,Generate Design,5.0,5.0,4.0,,,,0
,,요즘에 너무 많아 그런 아이디어가.,Statement,Evaluation,,,,3.0,3.0,2.0,-1
,,애를 신뢰를 못 해서 그런 거 같애 나는.,Statement,Evaluation,,,,4.0,4.0,2.0,-1
,,감시는 CCTV로 충분하지 않을까?,Question,Generate Design,5.0,6.0,4.0,0.0,0.0,0.0,0
,,그래서 너가 생각하는 상황은 그런 CCTV 같은 감시구역의 사각지대에서 벌어지는 사고나 건강 이상을 관찰할 수 있는 걸 만들고 싶은 거야?,Question,Generate Design,6.0,7.0,5.0,0.0,0.0,0.0,0
,,"근데 애초에 사각지대에서 그런 일이 일어난다는게 우리가 예상을 못한 상황에서 일어나는 거고,",Statement,Evaluation,,,,5.0,4.0,3.0,0
,,우리가 하려는 건 그 예상 불가능한 상황을 좀 좁히려고 하는 거지?,Question,Deep Reasoning,5.0,5.0,5.0,0.0,0.0,0.0,0
,,근데 내가 보기에는 너랑 비슷한 아이디어들이 이미 많이 있긴 한데,Statement,Evaluation,,,,4.0,3.0,2.0,0
,,그런 아이디어들 다 벼룩 잡으려고 집한채 불태우는 거 같은 느낌이야.,Statement,Evaluation,,,,4.0,4.0,2.0,-1
,,아예 처음부터 적절한 해결책을 다시 들고 와야 될 거 같애,Statement,Recommendation,,,,5.0,4.0,5.0,-1
,,이게 전보다 훨씬 낫긴해.,Statement,Evaluation,,,,3.0,2.0,2.0,1
,,아직 우리가 그런 감시 범위의 무언가를 건드릴 정도의 용량은 우리가 안 되는 거 같고 이 정도가 딱 나은거 같애.,Statement,Evaluation,,,,4.0,4.0,3.0,1
,,이제 여기에 어떻게 구현 할 것인가 에 대한 아이디어만 너가 좀 추가를 하면 될 듯.,Statement,Recommendation,,,,4.0,3.0,5.0,1
9.0,2024-08-13 0:35:00,"아이디어는 참신하고 좋은데,",Statement,Evaluation,,,,2.0,2.0,1.0,1
9.0,2024-08-13 0:37:34,이게 실제로 가능할까?,Question,Deep Reasoning,5.0,5.0,5.0,,,,0
9.0,2024-08-13 0:38:34,구체적인 진행 계획이 있어?,Question,Low-Level,4.0,4.0,2.0,,,,0
9.0,2024-08-13 0:39:13,데이터셋은 어떻게 모을 거야?,Question,Generate Design,5.0,6.0,4.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:39:59,"괜찮은 실험이 되려면 실험데이터가 많아야 하는데,",Statement,Evaluation,0.0,0.0,0.0,5.0,6.0,4.0,0
9.0,2024-08-13 0:40:44,"사람도 아니고 동물은 더 모으기 어려운데,",Statement,Evaluation,0.0,0.0,0.0,5.0,6.0,4.0,-1
9.0,2024-08-13 0:41:45,생각해둔 방법 있어?,Question,Generate Design,5.0,6.0,4.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:42:50,그럼 강아지가 짖는것에 대한 연구는 찾아봤어?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:44:07,"사람이 말하는 것도 사람마다 다른데,",Statement,Information,,,,5.0,4.0,3.0,0
9.0,2024-08-13 0:44:47,강아지도 강아지마다 특징이 있을거야.,Statement,Information,,,,5.0,4.0,3.0,0
9.0,2024-08-13 0:45:27,이거와 관련해서는 생각해본게 있어?,Question,Generate Design,5.0,5.0,4.0,,,,0
9.0,2024-08-13 0:45:57,"개별모델을 만들면 사용하기는 편한겠지만,",Statement,Evaluation,,,,5.0,4.0,3.0,0
9.0,2024-08-13 0:48:07,많은 강아지들의 개별 모델을 만드는게 효율적일까?,Question,Generate Design,5.0,5.0,4.0,,,,0
9.0,2024-08-13 0:49:44,소리 녹음에서는 잡음이나 생각해야할게 많은데 관련 경험은 있어?,Question,Low-Level,5.0,6.0,1.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:50:07,도와주기로한 동물 전문가는 있고?,Question,Low-Level,5.0,6.0,1.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:50:32,모든 상황을 번역하기는 어려울 것 같은데 '밥 줘' 같은 특정 상황을 정하고 구분하는 것부터 하면 좋을 것 같아.,Statement,Recommendation,,,,6.0,5.0,6.0,1
9.0,2024-08-13 0:51:40,쉽게 구분할 수 있을 만한 말 3가지 정도 생각해볼래?,Question,Generate Design,6.0,6.0,5.0,,,,1
9.0,2024-08-13 0:52:14,좋은것 같네.,Statement,Evaluation,,,,1.0,1.0,1.0,1
9.0,2024-08-13 0:52:48,"그런데 지금 생각해보니 라벨을 만들건데, 너가 강아지도 아닌데 어떻게 라벨링을 하게?",Question,Deep Reasoning,5.0,5.0,5.0,,,,0
9.0,2024-08-13 0:53:53,강아지가 직접하지 않는 이상 전문가들도 틀릴 수 있는거 아니야?,Question,Deep Reasoning,5.0,6.0,5.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:54:41,데이터셋이 정확하다고 할 수 있을까?,Question,Deep Reasoning,5.0,6.0,5.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:55:24,"이 프로젝트의 혁신성과 용이성, 가치에 대해 설명해볼래?",Question,Judgmental,5.0,7.0,5.0,0.0,0.0,0.0,0
9.0,2024-08-13 0:57:57,그리고 가장 큰 문제일것 같은데 이게 동물학대에 포함될 수도 있지 않을까?,Question,Causal Antecedent,5.0,7.0,5.0,0.0,0.0,0.0,-1
,,사회적 책임에 대해 설명해줘,Question,Judgmental,5.0,7.0,5.0,0.0,0.0,0.0,0
,,동건아 혹시 다른 프로젝트는 없어?,Question,Generate Design,5.0,3.0,4.0,0.0,0.0,0.0,0
,,현실적으로 성과를 얻기 어려울 것 같다고 생각해.,Statement,Evaluation,,,,3.0,4.0,2.0,-1
,,구체적인 계획도 없고,Statement,Evaluation,,,,3.0,4.0,2.0,-1
,,말을 이용한거보다는 다른 센서를 이용하는 방법은 어떨까?,Question,Generate Design,5.0,6.0,5.0,0.0,0.0,0.0,0
,,심박수나 근육의 움직임을 분석하면 보다 좋은 번역이 될 것 같은데,Statement,Recommendation,0.0,6.0,0.0,5.0,5.0,5.0,1
,,음성데이터는 다루기도 힘들고해서,Statement,Evaluation,,,,4.0,3.0,2.0,-1
,,다른방법이 찾는게 맞는 것 같아,Statement,Recommendation,,,,3.0,3.0,4.0,0
,,3가지 상황을 정하고 그 상황들을 구분하는 것을 먼저 해보자,Statement,Recommendation,,,,6.0,5.0,6.0,1
,,사용할 센서를 조사하고,Statement,Recommendation,,,,5.0,4.0,5.0,0
,,일단은 한마리에 맞춰서 연구를 먼저 진행해서,Statement,Recommendation,,,,5.0,4.0,5.0,0
,,이게 가능성이 있는지를 확인해보면 좋을 것 같아,Statement,Recommendation,,,,4.0,4.0,5.0,0
10.0,2024-08-12 12:36:22,"아이디어에서 찾은 목표 문제는 정말 좋은 것 같은데,",Statement,Evaluation,,,,3.0,3.0,2.0,1
10.0,2024-08-12 12:38:47,아이디어를 보면서 이게 기존 Youtube Kids 같은 기존 스트리밍 서비스에서 제공하는 아동 전용 컨텐츠 제한 기능과 비교했을 때 가지는 차별점이 무엇인지 잘 모르겠어.,Question,Low-Level,4.0,5.0,2.0,,,,0
10.0,2024-08-12 12:40:29,부모가 세부 기준을 설정한다는 것은 어떤 느낌일까?,Question,Deep Reasoning,6.0,6.0,5.0,0.0,0.0,0.0,0
10.0,2024-08-12 12:41:35,"이럴 때 유저 시나리오를 구성하면 전달력도 높아지고 시나리오 구성 과정에서 사용자의 pain point를 정리하면서 발전할 부분을 많이 찾게 되는데,",Statement,Recommendation,0.0,0.0,0.0,6.0,6.0,6.0,1
10.0,2024-08-12 12:43:47,우리도 유저 시나리오를 한 번 구성해보자.,Statement,Recommendation,0.0,0.0,0.0,5.0,5.0,6.0,1
10.0,2024-08-12 12:45:46,그렇다면 아이의 관심사 이외의 콘텐츠는 아이가 열람할 수 없게 될 것 같네.,Statement,Evaluation,,,,6.0,5.0,4.0,0
10.0,2024-08-12 12:46:57,여기서 아이가 다양한 정보에 접근할 자유를 잃게 되는 건 문제가 되지는 않을까?,Question,Deep Reasoning,5.0,6.0,5.0,,,,0
10.0,2024-08-12 12:48:16,"그 부분에 대해서도 걱정되는 부분이 있는데, '엘사 게이트' 혹시 들어본 적 있어?",Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
10.0,2024-08-12 12:50:35,아동 컨텐츠에서 나오는 캐릭터와 유사한 캐릭터 혹은 코스프레를 한 사람이 폭력적이고 선정적인 행동을 하는 컨텐츠를 만들어서 이게 AI 기반 필터링에서 걸러지지 않아 아이들에게 노출된 사건이야.,Statement,Information,0.0,0.0,0.0,6.0,6.0,0.0,-1
10.0,2024-08-12 12:51:19,"콘텐츠를 필터링하는 데 있어서 AI에게 의존한다는 것이 항상 완벽할 수는 없고, 관심사로 필터링을 하더라도 관심사와 유사한 악의적인 컨텐츠를 걸러내기는 어려운 것 같아.",Statement,Evaluation,0.0,0.0,0.0,5.0,5.0,4.0,-1
10.0,2024-08-12 12:52:37,나는 아니면 아이디어의 해결책 방향을 콘텐츠 필터링이 아니라 다른 방향으로 생각해보는 것도 좋을 것 같아.,Statement,Recommendation,,,,4.0,3.0,3.0,0
10.0,2024-08-12 12:54:05,"콘텐츠 제작자가 자신의 콘텐츠가 정말 다양한 연령과 배경을 가진 사람들에게 노출된다는 것, 어떤 결과를 초래할 수 있는지 느끼게 해서 책임감을 갖도록 유도하는 건 어떨까?",Question,Generate Design,5.0,5.0,4.0,,,,1
10.0,2024-08-12 12:55:48,그것도 좋은 것 같아.,Statement,Evaluation,,,,1.0,1.0,1.0,1
10.0,2024-08-12 12:56:44,일종의 예비 심의 가이드라인 같은거네!,Statement,Evaluation,,,,2.0,2.0,1.0,1
10.0,2024-08-12 12:57:35,그렇다면 제작자들이 가이드라인을 보고도 모호하다고 생각하거나 혼란스러워하지 않도록 잘 전달할 수 있는 방법도 고민해보자.,Statement,Recommendation,,,,5.0,5.0,5.0,1
10.0,2024-08-12 12:58:32,그럼 이번에는 우리가 만들 서비스가 목표 사용자층이 느끼던 문제를 어떻게 해결하는지를 생각해보자.,Statement,Recommendation,,,,5.0,4.0,5.0,1
10.0,2024-08-12 12:59:03,문제를 정의하고 우리가 이에 대한 목표를 잡는거지.,Statement,Recommendation,,,,4.0,4.0,5.0,1
10.0,2024-08-12 12:59:06,"기존 문제에서는 부모와 아동을 주요 타겟으로 잡았는데, 우리가 함께 제안한 새로운 방향성에는 콘텐츠 제작자도 타겟에 포함될 것 같아.",Statement,Information,,,,5.0,5.0,4.0,1
,,"이 서비스를 사용했을 때 부모와 아동, 콘텐츠 제작자에게 어떤 영향을 미칠까?",Question,Deep Reasoning,5.0,5.0,5.0,,,,1
,,그렇다면 부모와 아이들에게 제공할 최우선 가치는 심리적 안정이라고 생각하면 될까?,Question,Deep Reasoning,6.0,6.0,5.0,0.0,0.0,0.0,0
,,그럼 우리 서비스에서 어떻게 하면 부모와 아이들을 안심시킬 수 있을까?,Question,Generate Design,6.0,7.0,5.0,0.0,0.0,0.0,0
,,"내 생각에는 심리적 안정이 콘텐츠의 안전성을 보장할 때 나올 것 같아서,",Statement,Evaluation,0.0,0.0,0.0,5.0,6.0,0.0,1
,,우리가 이런 과정을 통해 이만큼 안전하게 콘텐츠를 관리하고 있다는 걸 잘 보여주는 게 필요할 것 같은데.,Statement,Recommendation,0.0,0.0,0.0,6.0,5.0,7.0,1
,,나는 보고서 형식도 좋은 것 같아.,Statement,Evaluation,,,,5.0,4.0,3.0,1
,,"실시간 알림으로 지속적으로 부모에게 리마인드하는 건 너무 잦은 빈도가 될 것 같아서, 부담이 될 수도 있지 않을까?",Question,Generate Design,5.0,5.0,4.0,,,,0
,,너는 어떻게 생각해?,Question,Judgmental,4.0,4.0,3.0,,,,0
,,추가 기능으로 두고 선택권을 주는 건 좋은 것 같아!,Statement,Evaluation,,,,5.0,4.0,3.0,1
,,그럼 보고서 부분에서 고려할 부분을 생각해보자..,Statement,Recommendation,,,,3.0,3.0,4.0,0
,,"결국 부모가 원하는 건 필터링이 얼마나 잘 되었느냐일 것 같은데,",Statement,Evaluation,,,,4.0,5.0,3.0,1
,,이걸 자세한 수치나 지표를 보지 않고 한 눈에 볼 수 있도록 구성해야 할 것 같아.,Statement,Recommendation,,,,5.0,5.0,4.0,1
,,"차단된 콘텐츠 수나 필터링 성공률은 그만큼 스트리밍 서비스가 위험하다는 메시지를 줄 수도 있을 것 같은데,",Statement,Evaluation,,,,6.0,6.0,4.0,0
,,좀 더 간접적으로 표현하는 건 어때?,Statement,Recommendation,,,,4.0,4.0,5.0,0
,,이외에도 더 궁금한 것이 있을까?,Question,Judgmental,5.0,3.0,3.0,0.0,0.0,0.0,0
,,"일단 이 서비스가 유튜브나 넷플릭스 같은 기존의 유명한 스트리밍 서비스의 플러그인으로 사용되니까,",Statement,Evaluation,,,,5.0,4.0,3.0,0
,,고정 사용자층이 충분하다는 점에서 접근성은 상당히 좋을 것 같아.,Statement,Evaluation,,,,4.0,4.0,3.0,1
11.0,2024-08-12 8:44:36,"흥미로운 주제고,",Statement,Evaluation,,,,1.0,1.0,1.0,1
11.0,2024-08-12 8:46:51,설득력있는 문제분석이 아주 좋았습니다.,Statement,Evaluation,,,,2.0,2.0,1.0,1
11.0,2024-08-12 8:47:09,동건 학생은 반려동물을 키우시나요?,Question,Low-Level,3.0,2.0,1.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:48:04,"직접 반려동물을 키워본 적이 있거나,",Question,Low-Level,5.0,4.0,1.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:50:44,키우고 있는 주변인이나 친구에게 의견을 물어본 적이 있나요?,Question,Low-Level,5.0,4.0,1.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:52:04,그럼 동건 학생이 고안한 이 플랫폼의 주요 타겟대상은 반려동물 입양을 어디까지 생각하고 있는 사람인가요?,Question,Low-Level,5.0,6.0,2.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:55:56,입양하겠다는 결심이 선 사람?,Question,Disjunctive,5.0,6.0,3.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:56:35,평소에 관심은 많지만 딱히 생각은 없던 사람?,Question,Disjunctive,5.0,6.0,3.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:57:21,주요 타겟 유저를 좀 더 상세하게 말해보세요,Question,Feature Specification,5.0,6.0,4.0,0.0,0.0,0.0,0
11.0,2024-08-12 8:58:27,이런 서비스를 제공하는 기존 플랫폼이나 서비스가 있었나요?,Question,Low-Level,5.0,4.0,1.0,0.0,0.0,0.0,0
11.0,2024-08-12 9:00:45,사회적으로 중요한 이슈이기 때문에 분명 이를 다루고 있는 것들이 있을 겁니다.,Statement,Information,,,,4.0,5.0,3.0,0
11.0,2024-08-12 9:01:56,그리고 그 기존 서비스들과 비교했을 때 학생의 플랫폼이 돋보일 수 있는 방법을 찾아야겠죠.,Statement,Recommendation,,,,5.0,5.0,5.0,0
11.0,2024-08-12 9:03:49,어떻게 생각해도 안 떠오른다 한다면 주제를 아예 바꿔버리는게 시간상 효율적일 수 도 있겠습니다.,Statement,Recommendation,,,,4.0,4.0,4.0,-1
11.0,2024-08-12 9:05:34,"또 하나, 고안하신 플랫폼 아이디어는 사회적으로 아주 중요한 니즈를 갖고 있으면서도 입양자, 보호자, 상담원과 훈련사 등의 전문가, 넓게는 반려동물들까지 많은 이해관계들이 얽힐 겁니다.",Statement,Evaluation,,,,5.0,5.0,4.0,1
11.0,2024-08-12 9:06:00,이걸 글이 아닌 도식으로 표현해주면 이해하기 쉬울 것 같네요.,Statement,Recommendation,,,,4.0,4.0,5.0,1
11.0,2024-08-12 9:06:06,만들어둔게 있나요?,Question,Low-Level,3.0,3.0,1.0,,,,0
,,본인이 그걸 직접 그리면서 새롭게 보이는게 있을지도 모릅니다.,Statement,Recommendation,,,,4.0,3.0,5.0,1
,,머릿속에 떠오르는 걸 그리면서 디벨롭에 반영해보세요.,Statement,Recommendation,,,,4.0,3.0,5.0,1
,,학생이 생각하기에 이런 교육과 필수적으로 이수해야 할 과정이 있음에도 여전히 지금과 같은 문제들이 일어나는 원인을 어디서 찾았습니까?,Question,Deep Reasoning,6.0,7.0,5.0,0.0,0.0,0.0,0
,,그렇다면 그 형식적인 교육을 어떻게 바꾸고 싶으신건지 설명이 있어야겠네요.,Question,Generate Design,6.0,6.0,5.0,0.0,0.0,0.0,0
,,"충분한 지식과 책임감을 갖추도록 돕는다는건 그 교육을 통해 이루고 싶은 목표지, 이걸 어떻게 이룰지는 여전히 뭉뚱그려져 있습니다.",Statement,Evaluation,0.0,0.0,0.0,6.0,6.0,5.0,0
,,퀴즈나 평가를 통해 일정 점수 이상을 받는 것이 형식적이지 않기 위해선 저 문장만으론 납득하기 어렵습니다.,Statement,Evaluation,0.0,0.0,0.0,6.0,6.0,5.0,0
,,생각해둔게 있다면 말씀해주세요,Question,Generate Design,6.0,6.0,5.0,0.0,0.0,0.0,0
,,VR체험은 이수자가 직접 집에서 하는건가요?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
,,아니면 플랫폼 측에서 장비나 장소를 제공해주나요?,Question,Low-Level,5.0,5.0,1.0,0.0,0.0,0.0,0
,,생각보다 동건 학생이 요구하는 리소스들은 상당한 재원을 필요로 합니다.,Statement,Evaluation,,,,5.0,5.0,4.0,0
,,"VR컨텐츠 제작은 물론이고, 상담원과 훈련사 등 자문을 구하고 직접 고용해야 할 수도 있는 전문인력이 상당수일겁니다.",Statement,Information,,,,6.0,6.0,4.0,0
